region;provincia;distrito;ciudad;subdivision;unidad;edad;marital;direcc;ingres;ingcat;coche;cochecat;educ;empleo;retirado;empcat;satlab;genero;residen;inalam;multline;voz;busca;internet;idllam;espera;tv;video;cd;pda;pc;fax;noticias;respuest;ProbabilidadIncl_1_;ProbabilidadIncl_2_;PonderacMuestral_Final_
1;6;33;963;4812;481167;30;1;3;25;2;11.3;1;2;5;0;2;5;1;5;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;.202898550724638;246.428.571.428.571;246.428.571.428.571
1;6;33;963;4813;481201;35;0;9;47;2;23;1;4;5;0;2;2;1;2;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;.195121951219512;256.25;256.25
1;6;33;963;4813;481203;28;0;3;30;2;15.4;1;1;5;0;2;5;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;.195121951219512;256.25;256.25
1;6;33;963;4813;481214;21;0;1;18;1;8.9;1;2;0;0;1;2;1;2;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;.195121951219512;256.25;256.25
1;6;33;963;4813;481216;20;0;0;16;1;8;1;2;0;0;1;4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;.195121951219512;256.25;256.25
1;6;33;963;4813;481222;41;0;9;43;2;22.5;1;3;7;0;2;5;1;2;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;.195121951219512;256.25;256.25
1;6;33;963;4813;481233;51;1;13;37;2;18.9;1;2;10;0;2;3;0;2;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;.195121951219512;256.25;256.25
1;6;33;963;4813;481236;46;0;11;67;3;33.1;2;3;7;0;2;4;1;1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;.195121951219512;256.25;256.25
1;6;33;963;4813;481240;35;1;3;19;1;9.4;1;2;7;0;2;1;0;2;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;.195121951219512;256.25;256.25
1;6;33;973;4861;486002;40;1;11;24;1;12.1;1;2;7;0;2;5;0;3;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;.2;250;250
1;6;33;973;4861;486003;51;0;10;40;2;19.5;1;3;7;0;2;3;0;2;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.2;250;250
1;6;33;973;4861;486005;62;0;12;102;4;50.8;3;4;14;0;2;5;1;1;0;1;1;0;1;0;0;1;1;1;0;1;1;1;1;.2;250;250
1;6;33;973;4861;486011;23;0;2;35;2;17.3;1;3;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;.2;250;250
1;6;33;973;4861;486015;39;0;8;39;2;19.4;1;2;5;0;2;2;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;1;.2;250;250
1;6;33;973;4861;486019;19;0;0;42;2;20.2;1;2;0;0;1;1;0;3;1;0;0;0;0;1;1;1;1;1;1;1;0;1;1;.2;250;250
1;6;33;973;4861;486021;64;1;26;39;2;19.7;1;1;11;0;2;3;0;2;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.2;250;250
1;6;33;973;4861;486028;38;0;7;71;3;36.1;2;4;8;0;2;4;0;4;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;.2;250;250
1;6;33;973;4861;486034;19;0;0;54;3;26.5;2;2;0;0;1;2;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;.2;250;250
1;6;33;973;4862;486103;46;0;2;70;3;35;2;2;12;0;2;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;.196078431372549;255;255
1;6;33;973;4862;486109;63;1;12;9;1;4.3;1;1;7;1;2;2;0;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;.196078431372549;255;255
1;6;33;973;4862;486110;35;1;6;97;4;47.6;2;3;4;0;1;4;1;4;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;.196078431372549;255;255
1;6;33;973;4862;486118;27;1;4;33;2;16.5;1;3;3;0;1;1;1;5;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.196078431372549;255;255
1;6;33;973;4862;486130;44;0;12;31;2;14.8;1;1;11;0;2;4;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;.196078431372549;255;255
1;6;33;973;4862;486143;23;0;1;22;1;10.5;1;2;0;0;1;2;0;2;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.196078431372549;255;255
1;6;33;973;4862;486144;64;0;13;34;2;17;1;1;10;0;2;2;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;.196078431372549;255;255
1;6;33;973;4862;486145;18;0;0;22;1;11.1;1;2;0;0;1;1;1;3;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;.196078431372549;255;255
1;6;33;973;4862;486146;49;0;16;130;4;64.5;3;5;12;0;2;4;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.196078431372549;255;255
1;6;33;973;4862;486148;29;0;5;31;2;15.8;1;3;3;0;1;3;0;3;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.196078431372549;255;255
1;6;33;973;4863;486202;23;1;0;33;2;16.6;1;2;2;0;1;2;0;5;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486209;27;1;5;48;2;23.2;1;3;3;0;1;2;1;4;0;0;1;1;0;0;0;1;1;1;0;0;0;0;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486215;46;0;15;64;3;32.6;2;2;7;0;2;3;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486219;21;1;0;41;2;21.6;1;3;0;0;1;2;0;4;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486222;23;1;1;22;1;10.8;1;4;0;0;1;1;1;5;0;0;1;0;1;1;1;1;0;1;0;1;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486234;32;1;7;37;2;18.2;1;4;2;0;1;4;1;2;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486238;39;1;9;26;2;12.7;1;1;7;0;2;4;1;6;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486242;52;1;11;111;4;56.5;3;2;17;0;3;4;0;2;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486245;32;1;4;50;3;25.8;2;2;4;0;1;1;1;4;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486248;30;1;2;31;2;15.5;1;1;6;0;2;3;0;6;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486253;23;1;3;21;1;10.3;1;2;2;0;1;5;1;5;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486266;31;1;4;27;2;13.2;1;1;6;0;2;2;0;4;0;0;1;1;0;1;1;1;1;1;0;0;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486267;26;1;4;130;4;64.2;3;4;1;0;1;2;1;2;1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486274;40;1;5;195;4;98.9;3;2;10;0;2;4;0;4;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486279;37;1;8;48;2;23.3;1;3;6;0;2;3;1;4;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486286;52;0;10;173;4;85.9;3;3;12;0;2;5;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486287;18;1;0;16;1;7.9;1;2;0;0;1;1;1;5;1;0;1;0;0;1;1;1;1;0;0;0;1;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486289;36;0;11;177;4;90.7;3;5;4;0;1;3;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;33;973;4863;486296;21;1;1;22;1;10.7;1;1;2;0;1;3;0;5;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;.195876288659794;255.263.157.894.737;255.263.157.894.737
1;6;34;1005;5021;502001;27;0;4;29;2;14.5;1;1;4;0;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502007;21;0;1;21;1;10.6;1;1;1;0;1;1;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502013;33;0;6;36;2;18.3;1;3;6;0;2;4;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502016;54;0;9;28;2;14.1;1;1;11;0;2;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502019;45;0;15;67;3;34;2;3;7;0;2;3;1;2;1;0;0;0;0;1;1;1;1;1;0;0;1;0;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502020;24;0;3;20;1;10.2;1;2;1;0;1;1;1;2;0;0;1;0;0;1;0;1;0;1;0;1;0;1;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502024;54;1;8;69;3;35.4;2;3;14;0;2;4;0;2;0;1;1;0;0;1;1;1;1;1;0;0;0;1;1;.19047619047619;262.5;262.5
1;6;34;1005;5021;502040;57;0;20;37;2;18;1;3;14;0;2;3;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.19047619047619;262.5;262.5
1;6;34;1005;5022;502112;19;1;0;28;2;14;1;2;0;0;1;3;0;4;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;.208333333333333;240;240
1;6;34;1005;5022;502114;39;0;8;34;2;17;1;3;7;0;2;3;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;.208333333333333;240;240
1;6;34;1005;5022;502117;22;0;1;32;2;16;1;3;0;0;1;1;1;3;0;0;1;0;0;1;0;1;1;1;0;0;1;1;1;.208333333333333;240;240
1;6;34;1005;5022;502119;19;1;0;23;1;11.3;1;1;1;0;1;3;1;5;1;1;0;0;1;0;1;1;1;1;0;1;0;0;0;.208333333333333;240;240
1;6;34;1005;5022;502120;31;0;5;19;1;9.3;1;3;4;0;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;.208333333333333;240;240
1;6;34;1005;5023;502201;48;1;19;83;4;42.7;2;1;17;0;3;2;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;.206896551724138;241.666.666.666.667;241.666.666.666.667
1;6;34;1005;5023;502206;26;0;3;33;2;15.8;1;4;1;0;1;1;1;2;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.206896551724138;241.666.666.666.667;241.666.666.666.667
1;6;34;1005;5023;502208;39;0;14;72;3;36.3;2;4;5;0;2;2;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;0;1;.206896551724138;241.666.666.666.667;241.666.666.666.667
1;6;34;1005;5023;502211;19;1;0;29;2;14.7;1;1;0;0;1;1;1;3;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.206896551724138;241.666.666.666.667;241.666.666.666.667
1;6;34;1005;5023;502215;44;1;13;46;2;23.7;1;2;11;0;2;2;1;2;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;.206896551724138;241.666.666.666.667;241.666.666.666.667
1;6;34;1005;5023;502217;29;1;4;29;2;14.2;1;2;3;0;1;1;1;4;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;.206896551724138;241.666.666.666.667;241.666.666.666.667
1;6;34;1005;5024;502303;33;0;8;81;4;40;2;4;2;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502304;50;0;11;116;4;57.8;3;4;6;0;2;2;1;2;1;0;1;0;0;1;0;1;1;1;0;1;1;0;0;.2;250;250
1;6;34;1005;5024;502306;52;0;18;177;4;88.7;3;4;6;0;2;3;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;.2;250;250
1;6;34;1005;5024;502313;22;1;1;86;4;42.6;2;4;0;0;1;2;1;2;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;.2;250;250
1;6;34;1005;5024;502323;20;0;0;26;2;12.7;1;3;0;0;1;1;0;4;0;0;1;0;0;1;1;1;1;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502325;32;0;4;30;2;15.7;1;2;2;0;1;5;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502327;18;1;0;21;1;10.6;1;2;0;0;1;1;1;5;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502330;45;0;14;85;4;43.2;2;1;8;0;2;5;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502331;32;1;6;109;4;53.5;3;4;1;0;1;2;1;4;0;1;0;0;1;0;0;1;1;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502342;21;0;1;33;2;16.4;1;1;1;0;1;2;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;.2;250;250
1;6;34;1005;5024;502351;39;0;7;74;3;37.1;2;3;5;0;2;2;1;2;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;.2;250;250
1;6;34;1005;5024;502357;36;1;7;32;2;15.7;1;5;5;0;2;5;1;3;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;.2;250;250
1;6;34;1005;5024;502358;21;1;1;27;2;12.9;1;2;1;0;1;4;0;2;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1;.2;250;250
1;6;34;1005;5024;502360;36;0;10;89;4;45.3;2;2;9;0;2;2;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;.2;250;250
1;6;34;1005;5024;502362;34;1;6;40;2;20.4;1;2;5;0;2;3;1;6;0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;.2;250;250
1;6;34;1005;5024;502378;21;0;1;112;4;55.4;3;3;0;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;1;.2;250;250
1;6;34;1016;5076;507507;66;1;27;80;4;39.1;2;2;19;0;3;5;0;2;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507511;51;0;21;63;3;30.6;2;4;7;0;2;1;1;3;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507514;78;0;25;19;1;9.4;1;1;24;1;3;4;1;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507516;21;0;1;17;1;8.4;1;3;0;0;1;3;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507518;57;1;20;46;2;23;1;1;15;0;3;1;1;4;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507519;82;0;16;43;2;21;1;4;20;1;3;3;1;1;1;0;1;0;0;0;1;1;1;1;1;1;0;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507534;42;1;12;155;4;78;3;4;6;0;2;3;1;4;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507542;73;1;31;17;1;8.4;1;2;18;1;3;2;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507548;68;1;24;79;4;40.4;2;1;17;0;3;4;1;2;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507551;80;0;18;9;1;4.3;1;3;13;1;2;2;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5076;507552;71;0;24;19;1;9.5;1;3;13;1;2;3;1;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;1;.196428571428571;254.545.454.545.455;254.545.454.545.455
1;6;34;1016;5077;507605;43;0;11;63;3;29.9;2;1;10;0;2;3;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5077;507610;34;1;6;47;2;22.8;1;3;5;0;2;2;1;4;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5077;507615;25;1;3;31;2;15.6;1;3;2;0;1;3;1;5;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5077;507616;19;0;0;30;2;15.1;1;2;0;0;1;2;0;3;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5077;507618;37;0;8;45;2;22.4;1;5;4;0;1;5;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5077;507623;38;1;5;46;2;23.3;1;2;6;0;2;3;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5077;507629;38;1;5;50;3;24.7;1;3;6;0;2;4;1;3;0;0;1;0;0;1;1;1;1;1;0;0;0;1;1;.205882352941176;242.857.142.857.143;242.857.142.857.143
1;6;34;1016;5078;507705;57;1;20;67;3;33.1;2;1;19;0;3;4;1;2;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507713;44;0;13;62;3;31.5;2;1;13;0;2;4;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507714;70;0;13;24;1;12.5;1;3;11;1;2;5;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507719;30;1;3;25;2;12.4;1;2;6;0;2;2;0;5;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507721;23;1;1;15;1;7.5;1;1;3;0;1;2;1;2;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507728;53;1;11;27;2;13.7;1;1;8;0;2;2;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507733;76;0;24;18;1;8.8;1;3;21;1;3;5;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507740;34;1;7;34;2;16.9;1;1;6;0;2;4;1;4;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507743;44;1;7;54;3;26.5;2;1;14;0;2;3;0;3;0;0;1;0;1;1;0;1;1;1;0;0;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507744;26;0;2;16;1;7.8;1;1;5;0;2;3;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507755;53;0;15;43;2;21;1;2;18;0;3;4;0;2;0;1;1;0;0;1;1;1;1;1;0;0;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507762;60;0;11;48;2;23.1;1;4;16;0;3;3;1;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5078;507766;35;0;10;26;2;13.3;1;1;9;0;2;5;0;1;0;1;1;0;0;1;0;1;1;1;0;1;0;1;1;.194029850746269;257.692.307.692.308;257.692.307.692.308
1;6;34;1016;5079;507801;30;1;3;31;2;15.7;1;5;2;0;1;2;1;4;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507803;62;0;17;15;1;7.5;1;3;20;1;3;5;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507807;41;1;3;35;2;17.8;1;1;7;0;2;5;1;3;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507809;20;1;0;28;2;14;1;2;0;0;1;1;1;3;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507815;35;1;3;168;4;83.9;3;5;4;0;1;4;1;5;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507818;63;1;19;34;2;16.7;1;3;17;0;3;3;1;4;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507821;53;1;16;45;2;22.3;1;2;9;0;2;2;1;4;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507831;38;0;11;36;2;17.8;1;2;7;0;2;5;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507833;63;0;22;53;3;26.5;2;1;24;0;3;2;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507849;40;0;7;62;3;30.9;2;2;10;0;2;4;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507854;37;0;6;48;2;24.8;1;2;7;0;2;3;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
1;6;34;1016;5079;507861;29;1;3;17;1;8.4;1;1;4;0;1;2;1;2;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;17;97;2901;14501;1450001;21;1;1;19;1;9.5;1;3;0;0;1;1;0;3;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;.210526315789474;237.5;237.5
2;17;97;2901;14501;1450008;28;0;4;49;2;25.1;2;4;2;0;1;3;0;1;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;.210526315789474;237.5;237.5
2;17;97;2901;14501;1450016;22;0;1;24;1;12.2;1;3;0;0;1;2;0;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;.210526315789474;237.5;237.5
2;17;97;2901;14501;1450017;19;0;0;21;1;10;1;1;0;0;1;1;0;5;0;1;0;0;1;0;0;1;1;1;0;0;0;1;1;.210526315789474;237.5;237.5
2;17;97;2901;14502;1450108;23;1;2;87;4;42;2;4;0;0;1;3;1;5;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14502;1450113;28;1;3;107;4;54;3;3;2;0;1;3;1;4;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14502;1450118;22;0;1;16;1;8;1;3;0;0;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14502;1450119;21;0;1;27;2;13.6;1;3;0;0;1;2;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14502;1450120;35;0;9;26;2;12.6;1;5;4;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14502;1450125;28;1;4;145;4;73.2;3;4;2;0;1;2;1;4;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14502;1450132;71;0;22;89;4;44.4;2;1;22;0;3;4;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
2;17;97;2901;14503;1450203;34;1;9;32;2;15.9;1;4;3;0;1;2;1;4;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.2;250;250
2;17;97;2901;14503;1450210;38;1;11;33;2;16.6;1;3;6;0;2;4;0;3;0;1;1;0;0;1;0;1;1;1;0;1;0;0;1;.2;250;250
2;17;97;2901;14503;1450219;25;0;4;34;2;16.7;1;1;3;0;1;2;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;.2;250;250
2;17;97;2901;14503;1450223;21;1;1;24;1;11.8;1;3;0;0;1;1;1;4;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;.2;250;250
2;17;97;2901;14503;1450225;22;1;1;27;2;12.9;1;3;0;0;1;1;0;4;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;.2;250;250
2;17;97;2901;14503;1450235;21;1;1;21;1;10.3;1;1;2;0;1;1;1;6;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;.2;250;250
2;17;97;2901;14503;1450246;18;0;0;17;1;8.4;1;2;0;0;1;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;.2;250;250
2;17;97;2901;14503;1450249;18;0;0;29;2;14.8;1;2;0;0;1;2;0;3;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.2;250;250
2;17;97;2901;14503;1450251;22;1;0;47;2;23.6;1;3;0;0;1;2;1;6;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;.2;250;250
2;17;97;2901;14503;1450252;26;1;2;35;2;17.5;1;3;3;0;1;1;1;2;0;1;1;0;1;1;1;1;1;1;0;0;0;0;1;.2;250;250
2;17;97;2901;14503;1450262;21;0;1;40;2;20.2;1;3;0;0;1;2;1;1;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;.2;250;250
2;17;97;2901;14503;1450265;41;1;7;144;4;71.4;3;3;5;0;2;4;0;2;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;.2;250;250
